file,hs_par_ms,hs_par_rss_kb,hs_par_ok,hs_par_correct,hs_n1_ms,hs_n1_rss_kb,hs_n1_ok,hs_n1_correct,lean_ms,lean_rss_kb,lean_ok,lean_correct,ratio_n1,ratio_par
kerberos.scm,69.51087499999176,73968,True,True,144.40054199999963,14464,True,True,603.3559999999909,40080,True,True,4.178349967689127,8.680023089913089
lemmas.scm,23.478042000007804,72880,True,True,20.765208000000257,14352,True,True,73.08091699999864,37940,True,True,3.519392485738536,3.1127347416779623
locn_envelope.scm,28889.123500000012,75152,True,True,28107.42458299998,15744,True,True,94465.89574999998,92892,True,True,3.360887635615507,3.2699467586823787
missing_contraction.scm,21.26154199999064,72768,True,True,19.807667000009133,14368,True,True,69.11462499999743,36936,True,True,3.489286496989553,3.2506873207986446
neq_test.scm,22.290542000007463,72256,True,True,21.826833000034185,14160,True,True,59.42837500003861,37020,True,True,2.722720927948894,2.666080304373878
neuman-stubblebine.scm,45.557291000022815,73824,True,True,56.321792000005644,14352,True,True,206.00066600002265,39320,True,True,3.657565902732676,4.521793580744726
no_contraction.scm,22.013165999965167,72336,True,True,21.889458999964972,13920,True,True,58.48679199999651,36684,True,True,2.671915829445127,2.6569005112708033
non_transforming.scm,34.24466600000642,72832,True,True,33.24829199999613,14400,True,True,141.42149999997855,38340,True,True,4.253496690897536,4.129738044457845
nonaug-prune.scm,45.680458000049384,74016,True,True,45.788291999997455,14368,True,True,196.99520799997572,40744,True,True,4.302305226846782,4.312461315509638
ns-l.scm,34.57687499997064,72800,True,True,20.324499999958334,14448,True,True,90.70491699998229,37752,True,True,4.462836330545314,2.623282670861936
ns-rebinding.scm,82.39212500001258,73936,True,True,81.5502500000207,14544,True,True,259.53470900003595,39048,True,True,3.1825127329464973,3.149994116549322
ns.scm,44.643749999977445,72880,True,True,33.25925000001462,14384,True,True,116.12137500003428,38156,True,True,3.491400888474131,2.6010667786665085
nsl3.scm,201.64758399999982,74080,True,True,281.42875000003187,15424,True,True,1401.243791000013,50480,True,True,4.979035691981911,6.948973864224499
nslsk.scm,21.925457999998343,72752,True,True,19.09208300003229,14288,True,True,70.59624999999414,37236,True,True,3.697671437939734,3.219830117117712
open-closed-multiloc.scm,292.1237500000302,74176,True,True,283.3750830000099,15632,True,True,955.7878749999986,40928,True,True,3.3728719719509184,3.271859528709664
open-closed-tag.scm,632.3466669999789,74272,True,True,752.2084589999736,15664,True,True,2637.7811250000036,41928,True,True,3.5067155832132118,4.1714161909231535
open-closed.scm,503.96179199998414,74080,True,True,478.87320800003863,15584,True,True,2151.165290999984,41164,True,True,4.492139579042414,4.268508694802108
or.scm,34.48791699997855,73872,True,True,44.206250000002,14368,True,True,149.78379200005065,38928,True,True,3.3882944606259042,4.343080273596803
ordered.scm,22.02295900002582,72352,True,True,21.446707999984937,14048,True,True,59.589916999982506,36948,True,True,2.778511135602926,2.705808833404841
orderedvar.scm,22.154292000038822,72336,True,True,21.233166999991226,13936,True,True,59.7786659999997,36876,True,True,2.8153438439034746,2.6982882594440367
pca.scm,58.57912499999429,73872,True,True,58.52174999995441,14384,True,True,331.40354199997546,41876,True,True,5.662912370191145,5.657365861985951
pen-non-orig-test.scm,21.59466699998802,72160,True,True,21.82283299998744,13856,True,True,60.53120800004308,36880,True,True,2.773755726402613,2.8030628117616567
pfs-via-pubkey.scm,22.304375000032906,72448,True,True,19.521166000004087,14000,True,True,65.98633300001211,37320,True,True,3.3802454730418408,2.9584479726472837
pkinit.scm,19.812000000001717,72240,True,True,20.78870799999777,13904,True,True,63.14970800002584,37140,True,True,3.0376927705191017,3.187447405613788
preprocess.scm,19.489042000031986,72512,True,True,20.420208000018647,14096,True,True,68.21645900004114,37324,True,True,3.3406348750208053,3.5002469079767584
print.scm,21.94379200000185,72128,True,True,21.372000000042135,13776,True,True,58.513917000027504,35756,True,True,2.73787745648101,2.666536257727132
prottrans.scm,20.176708999997572,72736,True,True,20.78741700000819,14640,True,True,88.42054199999438,38104,True,True,4.253560795935327,4.382307441714356
pruning1.scm,21.112167000012505,72896,True,True,21.72945800003845,14384,True,True,68.65554199998769,37476,True,True,3.1595607216648576,3.2519419726050396
puzzle_example.scm,21.465292000016234,72832,True,True,21.17470799998955,14416,True,True,72.62691599999016,37340,True,True,3.4298898478328956,3.38345809597816
reflect.scm,19.594291999965208,72784,True,True,20.562541000003876,14336,True,True,83.41799999999466,37516,True,True,4.056794342682596,4.257260226607973
renamings.scm,21.644541999989997,72320,True,True,21.61566600000242,13984,True,True,61.991540999997596,37104,True,True,2.8678987267841136,2.864072660905749
role_uniq.scm,22.27345799997238,72832,True,True,20.512832999997954,14480,True,True,64.75599999998849,37508,True,True,3.1568530782654425,2.9073168611748024
rule-node.scm,21.976417000018955,72816,True,True,20.636332999970364,14496,True,True,66.69029199997567,37140,True,True,3.23169295630534,3.034629894396259
rule-order.scm,20.63091700000541,72320,True,True,21.17862500000456,14032,True,True,58.6577499999521,36420,True,True,2.769667530349089,2.8431964512259302
sigenc.scm,32.01854200000298,72816,True,True,32.16616700001396,14288,True,True,100.61341599998741,38208,True,True,3.127926805825007,3.14234845546615
sorted_epmo_acctnum.scm,2472.4779590000026,98784,True,True,9118.82166700002,36272,True,True,60263.821667000004,49228,True,True,6.608729051593138,24.373855972157504
sts.scm,33.985916999995425,73984,True,True,33.12141599997176,14336,True,True,95.07004200003166,37788,True,True,2.870349564768388,2.79733637906679
sts_non_role.scm,33.864541000014015,72816,True,True,33.03862500001742,14416,True,True,96.45754100000659,37692,True,True,2.9195386006516837,2.848334516034535
sts_weakened_reflect.scm,33.82591700000148,72848,True,True,32.74041699995678,14464,True,True,93.00045800000589,37884,True,True,2.840539813531656,2.749384680391719
subatomic-open-closed-test-genrule.scm,2489.436167000008,75168,True,True,2470.690832999992,16576,True,True,7398.548957999992,47132,True,True,2.9945264130908833,2.97197777395349
subatomic-open-closed.scm,2471.7864589999863,75200,True,True,2458.3577920000153,16640,True,True,7255.445749999979,46932,True,True,2.9513383989957203,2.9353044327847493
sync_locn_envelope.scm,1686.732042000017,74064,True,True,1642.2284590000231,15536,True,True,4229.483249999987,46124,True,True,2.5754536324229704,2.5075015738628768
targetterms1.scm,21.588749999978063,72432,True,True,20.311708000008366,14016,True,True,58.534790999999586,36948,True,True,2.881825152270576,2.711356192464087
targetterms2.scm,21.402000000023236,72672,True,True,20.46970800000736,14304,True,True,127.52679199996919,43052,True,True,6.230024971529802,5.958639005692493
targetterms6.scm,31.815707999953702,72848,True,True,20.721749999950134,14384,True,True,142.51687500001253,43268,True,True,6.87764667561164,4.479450056563881
targetterms8.scm,20.626541999945402,72416,True,True,20.994332999975995,13952,True,True,60.865665999983776,36972,True,True,2.8991474032565536,2.950841978269789
thisthat.scm,32.04337500000065,72880,True,True,32.54087499999514,14400,True,True,116.68158300000187,37776,True,True,3.585692855524607,3.641363714028235
tickle-unique.scm,20.590875000038977,72480,True,True,20.879417000003286,14048,True,True,60.99987499999315,37500,True,True,2.921531525520255,2.9624712402886075
timestamping.scm,195.23229200001424,73824,True,True,195.97241700000723,15392,True,True,1211.3112089999731,94936,True,True,6.181029083291494,6.204461344949455
trust-anchor.scm,21.23608299996249,71872,True,True,20.91129100000444,13744,True,True,56.55437500001881,36088,True,True,2.7044898853928627,2.6631264814758304
ugen-at.scm,33.64783400002125,72752,True,True,31.7074170000069,14416,True,True,108.0633329999614,38176,True,True,3.408140530650538,3.2115984939741784
ugo.scm,20.74566600003891,72112,True,True,20.953458999997565,13760,True,True,59.52108399998224,37068,True,True,2.8406328520741684,2.869085234471171
uncarried_keys.scm,20.59020900003361,72384,True,True,20.75733300000593,14352,True,True,73.24154200000521,37744,True,True,3.5284659161166942,3.5571053212663193
unilateral.scm,21.967584000037732,72784,True,True,20.26945799997293,14432,True,True,65.23845800001027,37764,True,True,3.2185595687905124,2.969760261296746
uniq-at.scm,33.594084000014846,73920,True,True,32.79712500000187,14416,True,True,108.3494580000206,37980,True,True,3.303626705085108,3.2252541251005007
uniq-gen-test.scm,20.794875000035518,72304,True,True,21.467416999996658,13904,True,True,60.12733299996853,36976,True,True,2.8008648175967275,2.891449599955077
uo.scm,21.241041999985555,72208,True,True,19.85958400001664,13872,True,True,57.062458999951104,36244,True,True,2.873295785042793,2.6864246584508384
wang-hash.scm,234.5785829999727,74960,True,True,378.4238329999994,15616,True,True,861.6581250000195,45320,True,True,2.2769657982932086,3.67321736699262
wang-key-hash.scm,287.3607080000511,74944,True,True,459.036875000038,16640,True,True,1007.194792000007,46544,True,True,2.1941478928025635,3.504984376638674
weird.scm,22.304749999989326,72208,True,True,21.371832999989238,13936,True,True,59.82579200002647,36812,True,True,2.7992822141206415,2.682199621159399
wonthull.scm,34.34766699996317,72736,True,True,21.084667000025092,14384,True,True,97.63724999999113,40808,True,True,4.630722885017579,2.8426166470082475
wonthull2.scm,256.0830420000002,89440,True,True,1187.1282920000112,26848,True,True,19956.394375000003,96416,True,True,16.810646759482516,77.9293865737505
wonthull3.scm,55.86849999997412,75056,True,True,95.75533400004588,15408,True,True,804.9432920000186,60704,True,True,8.40625016251975,14.407820005913734
woolam.scm,53.91037499998674,72864,True,True,68.32395800000768,14496,True,True,356.78474999997434,39320,True,True,5.221956696360217,6.618109222947569
yahalom-6.3.6.scm,81.28687500004617,74000,True,True,131.69616699997277,14480,True,True,661.2660000000119,39980,True,True,5.021148413530886,8.134966438304295
yahalom-forward.scm,135.2625839999746,74992,True,True,232.62162499997885,15488,True,True,2237.3195000000123,73220,True,True,9.617848297638776,16.54056453631281
yahalom.scm,107.58270900004163,75056,True,True,182.75137500000938,16560,True,True,1921.3273750000326,73244,True,True,10.513340186906577,17.859072269683125
yes-or-no.scm,21.794833999990715,72736,True,True,20.606583000017054,14288,True,True,67.52337500000749,37024,True,True,3.276786597756242,3.098136696064593
